,date,fertiliser_type,fertiliser_price,month_year,month,year,phosphate_price,urea_price,milk_price,gas_price,potassium_price
11663,2020-06-01,Compound 25-4-0,321.0,2020-06,6,2020,66.64,179.49,0.327,1.44,179.93
11664,2020-07-01,Calcium Ammonium Nitrate (27.5% N),236.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11665,2020-07-01,Urea (46% N),332.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11667,2020-07-01,Muriate of Potash (50% K),362.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11668,2020-07-01,Compound 0-10-20,370.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11669,2020-07-01,Compound 0-7-30,373.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11670,2020-07-01,Compound 7-6-17,450.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11671,2020-07-01,Compound 10-10-20,369.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11672,2020-07-01,Compound 14-7-14,361.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11673,2020-07-01,Compound 18-6-12,340.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11674,2020-07-01,Compound 24-2.5-10,345.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11675,2020-07-01,Compound 27-2.5-5,336.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11677,2020-07-01,Compound 8-5-18,384.8356687898089,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11678,2020-07-01,Compound 20-4-10,340.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11679,2020-07-01,Sulphate of Ammonia (21%),384.8356687898089,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11681,2020-07-01,Compound 10-5-25,356.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11682,2020-07-01,Compound 13-6-20,356.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11683,2020-07-01,Compound 15-3-20,356.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11685,2020-07-01,Compound 24-2.2-4.5,299.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11686,2020-07-01,Compound 19-0-15,321.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11687,2020-07-01,Compound 25-4-0,319.0,2020-07,7,2020,65.34,186.79,0.338,1.52,176.42
11688,2020-08-01,Calcium Ammonium Nitrate (27.5% N),234.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11689,2020-08-01,Urea (46% N),331.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11691,2020-08-01,Muriate of Potash (50% K),362.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11692,2020-08-01,Compound 0-10-20,367.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11693,2020-08-01,Compound 0-7-30,370.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11694,2020-08-01,Compound 7-6-17,449.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11695,2020-08-01,Compound 10-10-20,367.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11696,2020-08-01,Compound 14-7-14,359.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11697,2020-08-01,Compound 18-6-12,338.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11698,2020-08-01,Compound 24-2.5-10,343.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11699,2020-08-01,Compound 27-2.5-5,334.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11701,2020-08-01,Compound 8-5-18,384.8356687898089,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11702,2020-08-01,Compound 20-4-10,340.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11703,2020-08-01,Sulphate of Ammonia (21%),384.8356687898089,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11705,2020-08-01,Compound 10-5-25,355.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11706,2020-08-01,Compound 13-6-20,356.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11707,2020-08-01,Compound 15-3-20,356.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11709,2020-08-01,Compound 24-2.2-4.5,299.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11710,2020-08-01,Compound 19-0-15,319.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11711,2020-08-01,Compound 25-4-0,319.0,2020-08,8,2020,65.0,210.94,0.349,1.94,171.21
11712,2020-09-01,Calcium Ammonium Nitrate (27.5% N),231.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11713,2020-09-01,Urea (46% N),328.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11715,2020-09-01,Muriate of Potash (50% K),359.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11716,2020-09-01,Compound 0-10-20,366.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11717,2020-09-01,Compound 0-7-30,368.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11718,2020-09-01,Compound 7-6-17,447.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11719,2020-09-01,Compound 10-10-20,366.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11720,2020-09-01,Compound 14-7-14,355.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11721,2020-09-01,Compound 18-6-12,337.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11722,2020-09-01,Compound 24-2.5-10,339.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11723,2020-09-01,Compound 27-2.5-5,330.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11725,2020-09-01,Compound 8-5-18,384.8356687898089,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11726,2020-09-01,Compound 20-4-10,337.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11727,2020-09-01,Sulphate of Ammonia (21%),384.8356687898089,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11729,2020-09-01,Compound 10-5-25,353.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11730,2020-09-01,Compound 13-6-20,349.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11731,2020-09-01,Compound 15-3-20,355.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11733,2020-09-01,Compound 24-2.2-4.5,296.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11734,2020-09-01,Compound 19-0-15,315.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11735,2020-09-01,Compound 25-4-0,316.0,2020-09,9,2020,67.34,212.51,0.377,1.63,171.79
11736,2020-10-01,Calcium Ammonium Nitrate (27.5% N),231.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11737,2020-10-01,Urea (46% N),328.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11739,2020-10-01,Muriate of Potash (50% K),358.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11740,2020-10-01,Compound 0-10-20,366.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11741,2020-10-01,Compound 0-7-30,368.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11742,2020-10-01,Compound 7-6-17,448.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11743,2020-10-01,Compound 10-10-20,366.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11744,2020-10-01,Compound 14-7-14,356.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11745,2020-10-01,Compound 18-6-12,337.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11746,2020-10-01,Compound 24-2.5-10,340.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11747,2020-10-01,Compound 27-2.5-5,331.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11749,2020-10-01,Compound 8-5-18,384.8356687898089,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11750,2020-10-01,Compound 20-4-10,338.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11751,2020-10-01,Sulphate of Ammonia (21%),384.8356687898089,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11753,2020-10-01,Compound 10-5-25,352.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11754,2020-10-01,Compound 13-6-20,350.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11755,2020-10-01,Compound 15-3-20,355.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11757,2020-10-01,Compound 24-2.2-4.5,296.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11758,2020-10-01,Compound 19-0-15,315.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11759,2020-10-01,Compound 25-4-0,316.0,2020-10,10,2020,67.95,208.09,0.403,1.91,171.99
11760,2020-11-01,Calcium Ammonium Nitrate (27.5% N),231.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11761,2020-11-01,Urea (46% N),328.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11763,2020-11-01,Muriate of Potash (50% K),358.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11764,2020-11-01,Compound 0-10-20,365.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11765,2020-11-01,Compound 0-7-30,367.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11766,2020-11-01,Compound 7-6-17,447.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11767,2020-11-01,Compound 10-10-20,365.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11768,2020-11-01,Compound 14-7-14,356.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11769,2020-11-01,Compound 18-6-12,337.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11770,2020-11-01,Compound 24-2.5-10,339.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11771,2020-11-01,Compound 27-2.5-5,330.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11773,2020-11-01,Compound 8-5-18,384.8356687898089,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11774,2020-11-01,Compound 20-4-10,338.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11775,2020-11-01,Sulphate of Ammonia (21%),384.8356687898089,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11777,2020-11-01,Compound 10-5-25,352.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11778,2020-11-01,Compound 13-6-20,350.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11779,2020-11-01,Compound 15-3-20,355.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11781,2020-11-01,Compound 24-2.2-4.5,296.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11782,2020-11-01,Compound 19-0-15,314.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11783,2020-11-01,Compound 25-4-0,316.0,2020-11,11,2020,69.74,207.11,0.402,2.19,171.18
11784,2020-12-01,Calcium Ammonium Nitrate (27.5% N),230.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11785,2020-12-01,Urea (46% N),326.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11787,2020-12-01,Muriate of Potash (50% K),358.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11788,2020-12-01,Compound 0-10-20,364.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11789,2020-12-01,Compound 0-7-30,366.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11790,2020-12-01,Compound 7-6-17,447.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11791,2020-12-01,Compound 10-10-20,365.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11792,2020-12-01,Compound 14-7-14,356.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11793,2020-12-01,Compound 18-6-12,336.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11794,2020-12-01,Compound 24-2.5-10,339.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11795,2020-12-01,Compound 27-2.5-5,330.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11797,2020-12-01,Compound 8-5-18,384.8356687898089,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11798,2020-12-01,Compound 20-4-10,336.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11799,2020-12-01,Sulphate of Ammonia (21%),384.8356687898089,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11801,2020-12-01,Compound 10-5-25,353.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11802,2020-12-01,Compound 13-6-20,350.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11803,2020-12-01,Compound 15-3-20,355.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11805,2020-12-01,Compound 24-2.2-4.5,295.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11806,2020-12-01,Compound 19-0-15,313.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11807,2020-12-01,Compound 25-4-0,315.0,2020-12,12,2020,68.6,201.69,0.386,2.09,166.7
11808,2021-01-01,Calcium Ammonium Nitrate (27.5% N),229.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11809,2021-01-01,Urea (46% N),328.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11811,2021-01-01,Muriate of Potash (50% K),357.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11812,2021-01-01,Compound 0-10-20,364.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11813,2021-01-01,Compound 0-7-30,367.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11814,2021-01-01,Compound 7-6-17,450.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11815,2021-01-01,Compound 10-10-20,367.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11816,2021-01-01,Compound 14-7-14,359.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11817,2021-01-01,Compound 18-6-12,337.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11818,2021-01-01,Compound 24-2.5-10,340.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11819,2021-01-01,Compound 27-2.5-5,331.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11821,2021-01-01,Compound 8-5-18,384.8356687898089,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11822,2021-01-01,Compound 20-4-10,339.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11823,2021-01-01,Sulphate of Ammonia (21%),384.8356687898089,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11825,2021-01-01,Compound 10-5-25,355.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11826,2021-01-01,Compound 13-6-20,353.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11827,2021-01-01,Compound 15-3-20,359.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11829,2021-01-01,Compound 24-2.2-4.5,296.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11830,2021-01-01,Compound 19-0-15,313.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11831,2021-01-01,Compound 25-4-0,315.0,2021-01,1,2021,69.81,217.64,0.368,2.19,166.31
11832,2021-02-01,Calcium Ammonium Nitrate (27.5% N),242.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11833,2021-02-01,Urea (46% N),346.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11835,2021-02-01,Muriate of Potash (50% K),359.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11836,2021-02-01,Compound 0-10-20,367.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11837,2021-02-01,Compound 0-7-30,372.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11838,2021-02-01,Compound 7-6-17,461.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11839,2021-02-01,Compound 10-10-20,379.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11840,2021-02-01,Compound 14-7-14,369.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11841,2021-02-01,Compound 18-6-12,350.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11842,2021-02-01,Compound 24-2.5-10,356.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11843,2021-02-01,Compound 27-2.5-5,346.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11845,2021-02-01,Compound 8-5-18,384.8356687898089,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11846,2021-02-01,Compound 20-4-10,346.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11847,2021-02-01,Sulphate of Ammonia (21%),384.8356687898089,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11849,2021-02-01,Compound 10-5-25,365.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11850,2021-02-01,Compound 13-6-20,369.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11851,2021-02-01,Compound 15-3-20,359.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11853,2021-02-01,Compound 24-2.2-4.5,305.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11854,2021-02-01,Compound 19-0-15,320.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11855,2021-02-01,Compound 25-4-0,321.0,2021-02,2,2021,72.86,276.95,0.384,4.19,167.41
11856,2021-03-01,Calcium Ammonium Nitrate (27.5% N),262.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11857,2021-03-01,Urea (46% N),374.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11859,2021-03-01,Muriate of Potash (50% K),368.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11860,2021-03-01,Compound 0-10-20,377.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11861,2021-03-01,Compound 0-7-30,382.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11862,2021-03-01,Compound 7-6-17,470.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11863,2021-03-01,Compound 10-10-20,394.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11864,2021-03-01,Compound 14-7-14,380.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11865,2021-03-01,Compound 18-6-12,367.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11866,2021-03-01,Compound 24-2.5-10,371.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11867,2021-03-01,Compound 27-2.5-5,361.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11869,2021-03-01,Compound 8-5-18,384.8356687898089,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11870,2021-03-01,Compound 20-4-10,366.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11871,2021-03-01,Sulphate of Ammonia (21%),384.8356687898089,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11873,2021-03-01,Compound 10-5-25,378.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11874,2021-03-01,Compound 13-6-20,377.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11875,2021-03-01,Compound 15-3-20,370.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11877,2021-03-01,Compound 24-2.2-4.5,324.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11878,2021-03-01,Compound 19-0-15,335.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11879,2021-03-01,Compound 25-4-0,335.0,2021-03,3,2021,80.89,296.58,0.383,2.15,170.19
11880,2021-04-01,Calcium Ammonium Nitrate (27.5% N),281.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11881,2021-04-01,Urea (46% N),389.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11883,2021-04-01,Muriate of Potash (50% K),380.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11884,2021-04-01,Compound 0-10-20,383.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11885,2021-04-01,Compound 0-7-30,389.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11886,2021-04-01,Compound 7-6-17,496.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11887,2021-04-01,Compound 10-10-20,412.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11888,2021-04-01,Compound 14-7-14,386.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11889,2021-04-01,Compound 18-6-12,377.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11890,2021-04-01,Compound 24-2.5-10,385.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11891,2021-04-01,Compound 27-2.5-5,374.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11893,2021-04-01,Compound 8-5-18,384.8356687898089,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11894,2021-04-01,Compound 20-4-10,371.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11895,2021-04-01,Sulphate of Ammonia (21%),384.8356687898089,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11897,2021-04-01,Compound 10-5-25,393.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11898,2021-04-01,Compound 13-6-20,386.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11899,2021-04-01,Compound 15-3-20,376.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11901,2021-04-01,Compound 24-2.2-4.5,334.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11902,2021-04-01,Compound 19-0-15,341.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11903,2021-04-01,Compound 25-4-0,338.0,2021-04,4,2021,79.31,273.91,0.377,2.18,169.06
11904,2021-05-01,Calcium Ammonium Nitrate (27.5% N),296.0,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11905,2021-05-01,Urea (46% N),405.0,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11907,2021-05-01,Muriate of Potash (50% K),385.0,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11908,2021-05-01,Compound 0-10-20,388.0,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11909,2021-05-01,Compound 0-7-30,393.0,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11910,2021-05-01,Compound 7-6-17,499.0,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11911,2021-05-01,Compound 10-10-20,426.0,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11912,2021-05-01,Compound 14-7-14,401.0,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11913,2021-05-01,Compound 18-6-12,393.0,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11914,2021-05-01,Compound 24-2.5-10,400.0,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11915,2021-05-01,Compound 27-2.5-5,391.0,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11917,2021-05-01,Compound 8-5-18,384.8356687898089,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11918,2021-05-01,Compound 20-4-10,388.0,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11919,2021-05-01,Sulphate of Ammonia (21%),384.8356687898089,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11921,2021-05-01,Compound 10-5-25,406.0,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11922,2021-05-01,Compound 13-6-20,401.0,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11923,2021-05-01,Compound 15-3-20,384.8356687898089,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11925,2021-05-01,Compound 24-2.2-4.5,357.0,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11926,2021-05-01,Compound 19-0-15,364.0,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11927,2021-05-01,Compound 25-4-0,384.8356687898089,2021-05,5,2021,84.41,273.11,0.386,2.38,166.77
11928,2021-06-01,Calcium Ammonium Nitrate (27.5% N),299.0,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11929,2021-06-01,Urea (46% N),411.0,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11931,2021-06-01,Muriate of Potash (50% K),392.0,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11932,2021-06-01,Compound 0-10-20,395.0,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11933,2021-06-01,Compound 0-7-30,400.0,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11934,2021-06-01,Compound 7-6-17,502.0,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11935,2021-06-01,Compound 10-10-20,430.0,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11936,2021-06-01,Compound 14-7-14,403.0,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11937,2021-06-01,Compound 18-6-12,397.0,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11938,2021-06-01,Compound 24-2.5-10,404.0,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11939,2021-06-01,Compound 27-2.5-5,395.0,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11941,2021-06-01,Compound 8-5-18,384.8356687898089,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11942,2021-06-01,Compound 20-4-10,395.0,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11943,2021-06-01,Sulphate of Ammonia (21%),384.8356687898089,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11945,2021-06-01,Compound 10-5-25,411.0,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11946,2021-06-01,Compound 13-6-20,402.0,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11947,2021-06-01,Compound 15-3-20,384.8356687898089,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11949,2021-06-01,Compound 24-2.2-4.5,362.0,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11950,2021-06-01,Compound 19-0-15,366.0,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11951,2021-06-01,Compound 25-4-0,384.8356687898089,2021-06,6,2021,103.77,326.46,0.385,2.69,168.11
11952,2021-07-01,Calcium Ammonium Nitrate (27.5% N),305.0,2021-07,7,2021,105.76,373.54,0.383,3.22,171.33
11953,2021-07-01,Urea (46% N),419.0,2021-07,7,2021,105.76,373.54,0.383,3.22,171.33
11955,2021-07-01,Muriate of Potash (50% K),399.0,2021-07,7,2021,105.76,373.54,0.383,3.22,171.33
11956,2021-07-01,Compound 0-10-20,398.0,2021-07,7,2021,105.76,373.54,0.383,3.22,171.33
11957,2021-07-01,Compound 0-7-30,403.0,2021-07,7,2021,105.76,373.54,0.383,3.22,171.33
11958,2021-07-01,Compound 7-6-17,506.0,2021-07,7,2021,105.76,373.54,0.383,3.22,171.33
11959,2021-07-01,Compound 10-10-20,446.0,2021-07,7,2021,105.76,373.54,0.383,3.22,171.33
11960,2021-07-01,Compound 14-7-14,410.0,2021-07,7,2021,105.76,373.54,0.383,3.22,171.33
11961,2021-07-01,Compound 18-6-12,403.0,2021-07,7,2021,105.76,373.54,0.383,3.22,171.33
