,statistic,date,fertiliser_type,unit,value,month_year,month,year
8666,Fertiliser Price,2010-02-01,Granular Superphosphate (16% P),Euro per Tonne,356.0,2010-02,2,2010
8667,Fertiliser Price,2010-02-01,Muriate of Potash (50% K),Euro per Tonne,473.0,2010-02,2,2010
8668,Fertiliser Price,2010-02-01,Compound 0-10-20,Euro per Tonne,390.0,2010-02,2,2010
8669,Fertiliser Price,2010-02-01,Compound 0-7-30,Euro per Tonne,408.0,2010-02,2,2010
8670,Fertiliser Price,2010-02-01,Compound 7-6-17,Euro per Tonne,,2010-02,2,2010
8671,Fertiliser Price,2010-02-01,Compound 10-10-20,Euro per Tonne,404.0,2010-02,2,2010
8672,Fertiliser Price,2010-02-01,Compound 14-7-14,Euro per Tonne,349.0,2010-02,2,2010
8673,Fertiliser Price,2010-02-01,Compound 18-6-12,Euro per Tonne,343.0,2010-02,2,2010
8674,Fertiliser Price,2010-02-01,Compound 24-2.5-10,Euro per Tonne,348.0,2010-02,2,2010
8675,Fertiliser Price,2010-02-01,Compound 27-2.5-5,Euro per Tonne,336.0,2010-02,2,2010
8676,Fertiliser Price,2010-02-01,Sulphate of Potash (42% K),Euro per Tonne,,2010-02,2,2010
8677,Fertiliser Price,2010-02-01,Compound 8-5-18,Euro per Tonne,,2010-02,2,2010
8678,Fertiliser Price,2010-02-01,Compound 20-4-10,Euro per Tonne,,2010-02,2,2010
8679,Fertiliser Price,2010-02-01,Sulphate of Ammonia (21%),Euro per Tonne,,2010-02,2,2010
8680,Fertiliser Price,2010-02-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2010-02,2,2010
8681,Fertiliser Price,2010-02-01,Compound 10-5-25,Euro per Tonne,,2010-02,2,2010
8682,Fertiliser Price,2010-02-01,Compound 13-6-20,Euro per Tonne,,2010-02,2,2010
8683,Fertiliser Price,2010-02-01,Compound 15-3-20,Euro per Tonne,,2010-02,2,2010
8684,Fertiliser Price,2010-02-01,Compound 24-2.2-10,Euro per Tonne,,2010-02,2,2010
8685,Fertiliser Price,2010-02-01,Compound 24-2.2-4.5,Euro per Tonne,,2010-02,2,2010
8686,Fertiliser Price,2010-02-01,Compound 19-0-15,Euro per Tonne,,2010-02,2,2010
8687,Fertiliser Price,2010-02-01,Compound 25-4-0,Euro per Tonne,,2010-02,2,2010
8688,Fertiliser Price,2010-03-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,256.0,2010-03,3,2010
8689,Fertiliser Price,2010-03-01,Urea (46% N),Euro per Tonne,323.0,2010-03,3,2010
8690,Fertiliser Price,2010-03-01,Granular Superphosphate (16% P),Euro per Tonne,366.0,2010-03,3,2010
8691,Fertiliser Price,2010-03-01,Muriate of Potash (50% K),Euro per Tonne,432.0,2010-03,3,2010
8692,Fertiliser Price,2010-03-01,Compound 0-10-20,Euro per Tonne,363.0,2010-03,3,2010
8693,Fertiliser Price,2010-03-01,Compound 0-7-30,Euro per Tonne,386.0,2010-03,3,2010
8694,Fertiliser Price,2010-03-01,Compound 7-6-17,Euro per Tonne,,2010-03,3,2010
8695,Fertiliser Price,2010-03-01,Compound 10-10-20,Euro per Tonne,386.0,2010-03,3,2010
8696,Fertiliser Price,2010-03-01,Compound 14-7-14,Euro per Tonne,350.0,2010-03,3,2010
8697,Fertiliser Price,2010-03-01,Compound 18-6-12,Euro per Tonne,347.0,2010-03,3,2010
8698,Fertiliser Price,2010-03-01,Compound 24-2.5-10,Euro per Tonne,357.0,2010-03,3,2010
8699,Fertiliser Price,2010-03-01,Compound 27-2.5-5,Euro per Tonne,340.0,2010-03,3,2010
8700,Fertiliser Price,2010-03-01,Sulphate of Potash (42% K),Euro per Tonne,,2010-03,3,2010
8701,Fertiliser Price,2010-03-01,Compound 8-5-18,Euro per Tonne,,2010-03,3,2010
8702,Fertiliser Price,2010-03-01,Compound 20-4-10,Euro per Tonne,,2010-03,3,2010
8703,Fertiliser Price,2010-03-01,Sulphate of Ammonia (21%),Euro per Tonne,,2010-03,3,2010
8704,Fertiliser Price,2010-03-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2010-03,3,2010
8705,Fertiliser Price,2010-03-01,Compound 10-5-25,Euro per Tonne,,2010-03,3,2010
8706,Fertiliser Price,2010-03-01,Compound 13-6-20,Euro per Tonne,,2010-03,3,2010
8707,Fertiliser Price,2010-03-01,Compound 15-3-20,Euro per Tonne,,2010-03,3,2010
8708,Fertiliser Price,2010-03-01,Compound 24-2.2-10,Euro per Tonne,,2010-03,3,2010
8709,Fertiliser Price,2010-03-01,Compound 24-2.2-4.5,Euro per Tonne,,2010-03,3,2010
8710,Fertiliser Price,2010-03-01,Compound 19-0-15,Euro per Tonne,,2010-03,3,2010
8711,Fertiliser Price,2010-03-01,Compound 25-4-0,Euro per Tonne,,2010-03,3,2010
8712,Fertiliser Price,2010-04-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,260.0,2010-04,4,2010
8713,Fertiliser Price,2010-04-01,Urea (46% N),Euro per Tonne,325.0,2010-04,4,2010
8714,Fertiliser Price,2010-04-01,Granular Superphosphate (16% P),Euro per Tonne,339.0,2010-04,4,2010
8715,Fertiliser Price,2010-04-01,Muriate of Potash (50% K),Euro per Tonne,435.0,2010-04,4,2010
8716,Fertiliser Price,2010-04-01,Compound 0-10-20,Euro per Tonne,342.0,2010-04,4,2010
8717,Fertiliser Price,2010-04-01,Compound 0-7-30,Euro per Tonne,380.0,2010-04,4,2010
8718,Fertiliser Price,2010-04-01,Compound 7-6-17,Euro per Tonne,,2010-04,4,2010
8719,Fertiliser Price,2010-04-01,Compound 10-10-20,Euro per Tonne,387.0,2010-04,4,2010
8720,Fertiliser Price,2010-04-01,Compound 14-7-14,Euro per Tonne,352.0,2010-04,4,2010
8721,Fertiliser Price,2010-04-01,Compound 18-6-12,Euro per Tonne,346.0,2010-04,4,2010
8722,Fertiliser Price,2010-04-01,Compound 24-2.5-10,Euro per Tonne,359.0,2010-04,4,2010
8723,Fertiliser Price,2010-04-01,Compound 27-2.5-5,Euro per Tonne,342.0,2010-04,4,2010
8724,Fertiliser Price,2010-04-01,Sulphate of Potash (42% K),Euro per Tonne,,2010-04,4,2010
8725,Fertiliser Price,2010-04-01,Compound 8-5-18,Euro per Tonne,,2010-04,4,2010
8726,Fertiliser Price,2010-04-01,Compound 20-4-10,Euro per Tonne,,2010-04,4,2010
8727,Fertiliser Price,2010-04-01,Sulphate of Ammonia (21%),Euro per Tonne,,2010-04,4,2010
8728,Fertiliser Price,2010-04-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2010-04,4,2010
8729,Fertiliser Price,2010-04-01,Compound 10-5-25,Euro per Tonne,,2010-04,4,2010
8730,Fertiliser Price,2010-04-01,Compound 13-6-20,Euro per Tonne,,2010-04,4,2010
8731,Fertiliser Price,2010-04-01,Compound 15-3-20,Euro per Tonne,,2010-04,4,2010
8732,Fertiliser Price,2010-04-01,Compound 24-2.2-10,Euro per Tonne,,2010-04,4,2010
8733,Fertiliser Price,2010-04-01,Compound 24-2.2-4.5,Euro per Tonne,,2010-04,4,2010
8734,Fertiliser Price,2010-04-01,Compound 19-0-15,Euro per Tonne,,2010-04,4,2010
8735,Fertiliser Price,2010-04-01,Compound 25-4-0,Euro per Tonne,,2010-04,4,2010
8736,Fertiliser Price,2010-05-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,257.0,2010-05,5,2010
8737,Fertiliser Price,2010-05-01,Urea (46% N),Euro per Tonne,325.0,2010-05,5,2010
8738,Fertiliser Price,2010-05-01,Granular Superphosphate (16% P),Euro per Tonne,339.0,2010-05,5,2010
8739,Fertiliser Price,2010-05-01,Muriate of Potash (50% K),Euro per Tonne,436.0,2010-05,5,2010
8740,Fertiliser Price,2010-05-01,Compound 0-10-20,Euro per Tonne,342.0,2010-05,5,2010
8741,Fertiliser Price,2010-05-01,Compound 0-7-30,Euro per Tonne,380.0,2010-05,5,2010
8742,Fertiliser Price,2010-05-01,Compound 7-6-17,Euro per Tonne,,2010-05,5,2010
8743,Fertiliser Price,2010-05-01,Compound 10-10-20,Euro per Tonne,389.0,2010-05,5,2010
8744,Fertiliser Price,2010-05-01,Compound 14-7-14,Euro per Tonne,352.0,2010-05,5,2010
8745,Fertiliser Price,2010-05-01,Compound 18-6-12,Euro per Tonne,346.0,2010-05,5,2010
8746,Fertiliser Price,2010-05-01,Compound 24-2.5-10,Euro per Tonne,358.0,2010-05,5,2010
8747,Fertiliser Price,2010-05-01,Compound 27-2.5-5,Euro per Tonne,343.0,2010-05,5,2010
8748,Fertiliser Price,2010-05-01,Sulphate of Potash (42% K),Euro per Tonne,,2010-05,5,2010
8749,Fertiliser Price,2010-05-01,Compound 8-5-18,Euro per Tonne,,2010-05,5,2010
8750,Fertiliser Price,2010-05-01,Compound 20-4-10,Euro per Tonne,,2010-05,5,2010
8751,Fertiliser Price,2010-05-01,Sulphate of Ammonia (21%),Euro per Tonne,,2010-05,5,2010
8752,Fertiliser Price,2010-05-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2010-05,5,2010
8753,Fertiliser Price,2010-05-01,Compound 10-5-25,Euro per Tonne,,2010-05,5,2010
8754,Fertiliser Price,2010-05-01,Compound 13-6-20,Euro per Tonne,,2010-05,5,2010
8755,Fertiliser Price,2010-05-01,Compound 15-3-20,Euro per Tonne,,2010-05,5,2010
8756,Fertiliser Price,2010-05-01,Compound 24-2.2-10,Euro per Tonne,,2010-05,5,2010
8757,Fertiliser Price,2010-05-01,Compound 24-2.2-4.5,Euro per Tonne,,2010-05,5,2010
8758,Fertiliser Price,2010-05-01,Compound 19-0-15,Euro per Tonne,,2010-05,5,2010
8759,Fertiliser Price,2010-05-01,Compound 25-4-0,Euro per Tonne,,2010-05,5,2010
8760,Fertiliser Price,2010-06-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,249.0,2010-06,6,2010
8761,Fertiliser Price,2010-06-01,Urea (46% N),Euro per Tonne,324.0,2010-06,6,2010
8762,Fertiliser Price,2010-06-01,Granular Superphosphate (16% P),Euro per Tonne,339.0,2010-06,6,2010
8763,Fertiliser Price,2010-06-01,Muriate of Potash (50% K),Euro per Tonne,435.0,2010-06,6,2010
8764,Fertiliser Price,2010-06-01,Compound 0-10-20,Euro per Tonne,342.0,2010-06,6,2010
8765,Fertiliser Price,2010-06-01,Compound 0-7-30,Euro per Tonne,380.0,2010-06,6,2010
8766,Fertiliser Price,2010-06-01,Compound 7-6-17,Euro per Tonne,,2010-06,6,2010
8767,Fertiliser Price,2010-06-01,Compound 10-10-20,Euro per Tonne,385.0,2010-06,6,2010
8768,Fertiliser Price,2010-06-01,Compound 14-7-14,Euro per Tonne,352.0,2010-06,6,2010
8769,Fertiliser Price,2010-06-01,Compound 18-6-12,Euro per Tonne,344.0,2010-06,6,2010
8770,Fertiliser Price,2010-06-01,Compound 24-2.5-10,Euro per Tonne,349.0,2010-06,6,2010
8771,Fertiliser Price,2010-06-01,Compound 27-2.5-5,Euro per Tonne,339.0,2010-06,6,2010
8772,Fertiliser Price,2010-06-01,Sulphate of Potash (42% K),Euro per Tonne,,2010-06,6,2010
8773,Fertiliser Price,2010-06-01,Compound 8-5-18,Euro per Tonne,,2010-06,6,2010
8774,Fertiliser Price,2010-06-01,Compound 20-4-10,Euro per Tonne,,2010-06,6,2010
8775,Fertiliser Price,2010-06-01,Sulphate of Ammonia (21%),Euro per Tonne,,2010-06,6,2010
8776,Fertiliser Price,2010-06-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2010-06,6,2010
8777,Fertiliser Price,2010-06-01,Compound 10-5-25,Euro per Tonne,,2010-06,6,2010
8778,Fertiliser Price,2010-06-01,Compound 13-6-20,Euro per Tonne,,2010-06,6,2010
8779,Fertiliser Price,2010-06-01,Compound 15-3-20,Euro per Tonne,,2010-06,6,2010
8780,Fertiliser Price,2010-06-01,Compound 24-2.2-10,Euro per Tonne,,2010-06,6,2010
8781,Fertiliser Price,2010-06-01,Compound 24-2.2-4.5,Euro per Tonne,,2010-06,6,2010
8782,Fertiliser Price,2010-06-01,Compound 19-0-15,Euro per Tonne,,2010-06,6,2010
8783,Fertiliser Price,2010-06-01,Compound 25-4-0,Euro per Tonne,,2010-06,6,2010
8784,Fertiliser Price,2010-07-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,248.0,2010-07,7,2010
8785,Fertiliser Price,2010-07-01,Urea (46% N),Euro per Tonne,324.0,2010-07,7,2010
8786,Fertiliser Price,2010-07-01,Granular Superphosphate (16% P),Euro per Tonne,339.0,2010-07,7,2010
8787,Fertiliser Price,2010-07-01,Muriate of Potash (50% K),Euro per Tonne,435.0,2010-07,7,2010
8788,Fertiliser Price,2010-07-01,Compound 0-10-20,Euro per Tonne,342.0,2010-07,7,2010
8789,Fertiliser Price,2010-07-01,Compound 0-7-30,Euro per Tonne,380.0,2010-07,7,2010
8790,Fertiliser Price,2010-07-01,Compound 7-6-17,Euro per Tonne,,2010-07,7,2010
8791,Fertiliser Price,2010-07-01,Compound 10-10-20,Euro per Tonne,385.0,2010-07,7,2010
8792,Fertiliser Price,2010-07-01,Compound 14-7-14,Euro per Tonne,352.0,2010-07,7,2010
8793,Fertiliser Price,2010-07-01,Compound 18-6-12,Euro per Tonne,343.0,2010-07,7,2010
8794,Fertiliser Price,2010-07-01,Compound 24-2.5-10,Euro per Tonne,348.0,2010-07,7,2010
8795,Fertiliser Price,2010-07-01,Compound 27-2.5-5,Euro per Tonne,338.0,2010-07,7,2010
8796,Fertiliser Price,2010-07-01,Sulphate of Potash (42% K),Euro per Tonne,,2010-07,7,2010
8797,Fertiliser Price,2010-07-01,Compound 8-5-18,Euro per Tonne,,2010-07,7,2010
8798,Fertiliser Price,2010-07-01,Compound 20-4-10,Euro per Tonne,,2010-07,7,2010
8799,Fertiliser Price,2010-07-01,Sulphate of Ammonia (21%),Euro per Tonne,,2010-07,7,2010
8800,Fertiliser Price,2010-07-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2010-07,7,2010
8801,Fertiliser Price,2010-07-01,Compound 10-5-25,Euro per Tonne,,2010-07,7,2010
8802,Fertiliser Price,2010-07-01,Compound 13-6-20,Euro per Tonne,,2010-07,7,2010
8803,Fertiliser Price,2010-07-01,Compound 15-3-20,Euro per Tonne,,2010-07,7,2010
8804,Fertiliser Price,2010-07-01,Compound 24-2.2-10,Euro per Tonne,,2010-07,7,2010
8805,Fertiliser Price,2010-07-01,Compound 24-2.2-4.5,Euro per Tonne,,2010-07,7,2010
8806,Fertiliser Price,2010-07-01,Compound 19-0-15,Euro per Tonne,,2010-07,7,2010
8807,Fertiliser Price,2010-07-01,Compound 25-4-0,Euro per Tonne,,2010-07,7,2010
8808,Fertiliser Price,2010-08-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,253.0,2010-08,8,2010
8809,Fertiliser Price,2010-08-01,Urea (46% N),Euro per Tonne,326.0,2010-08,8,2010
8810,Fertiliser Price,2010-08-01,Granular Superphosphate (16% P),Euro per Tonne,339.0,2010-08,8,2010
8811,Fertiliser Price,2010-08-01,Muriate of Potash (50% K),Euro per Tonne,436.0,2010-08,8,2010
8812,Fertiliser Price,2010-08-01,Compound 0-10-20,Euro per Tonne,345.0,2010-08,8,2010
8813,Fertiliser Price,2010-08-01,Compound 0-7-30,Euro per Tonne,380.0,2010-08,8,2010
8814,Fertiliser Price,2010-08-01,Compound 7-6-17,Euro per Tonne,,2010-08,8,2010
8815,Fertiliser Price,2010-08-01,Compound 10-10-20,Euro per Tonne,395.0,2010-08,8,2010
8816,Fertiliser Price,2010-08-01,Compound 14-7-14,Euro per Tonne,355.0,2010-08,8,2010
8817,Fertiliser Price,2010-08-01,Compound 18-6-12,Euro per Tonne,350.0,2010-08,8,2010
8818,Fertiliser Price,2010-08-01,Compound 24-2.5-10,Euro per Tonne,353.0,2010-08,8,2010
8819,Fertiliser Price,2010-08-01,Compound 27-2.5-5,Euro per Tonne,342.0,2010-08,8,2010
8820,Fertiliser Price,2010-08-01,Sulphate of Potash (42% K),Euro per Tonne,,2010-08,8,2010
8821,Fertiliser Price,2010-08-01,Compound 8-5-18,Euro per Tonne,,2010-08,8,2010
8822,Fertiliser Price,2010-08-01,Compound 20-4-10,Euro per Tonne,,2010-08,8,2010
8823,Fertiliser Price,2010-08-01,Sulphate of Ammonia (21%),Euro per Tonne,,2010-08,8,2010
8824,Fertiliser Price,2010-08-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2010-08,8,2010
8825,Fertiliser Price,2010-08-01,Compound 10-5-25,Euro per Tonne,,2010-08,8,2010
8826,Fertiliser Price,2010-08-01,Compound 13-6-20,Euro per Tonne,,2010-08,8,2010
8827,Fertiliser Price,2010-08-01,Compound 15-3-20,Euro per Tonne,,2010-08,8,2010
8828,Fertiliser Price,2010-08-01,Compound 24-2.2-10,Euro per Tonne,,2010-08,8,2010
8829,Fertiliser Price,2010-08-01,Compound 24-2.2-4.5,Euro per Tonne,,2010-08,8,2010
8830,Fertiliser Price,2010-08-01,Compound 19-0-15,Euro per Tonne,,2010-08,8,2010
8831,Fertiliser Price,2010-08-01,Compound 25-4-0,Euro per Tonne,,2010-08,8,2010
8832,Fertiliser Price,2010-09-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,263.0,2010-09,9,2010
8833,Fertiliser Price,2010-09-01,Urea (46% N),Euro per Tonne,333.0,2010-09,9,2010
8834,Fertiliser Price,2010-09-01,Granular Superphosphate (16% P),Euro per Tonne,359.0,2010-09,9,2010
8835,Fertiliser Price,2010-09-01,Muriate of Potash (50% K),Euro per Tonne,451.0,2010-09,9,2010
8836,Fertiliser Price,2010-09-01,Compound 0-10-20,Euro per Tonne,366.0,2010-09,9,2010
8837,Fertiliser Price,2010-09-01,Compound 0-7-30,Euro per Tonne,391.0,2010-09,9,2010
8838,Fertiliser Price,2010-09-01,Compound 7-6-17,Euro per Tonne,,2010-09,9,2010
8839,Fertiliser Price,2010-09-01,Compound 10-10-20,Euro per Tonne,415.0,2010-09,9,2010
8840,Fertiliser Price,2010-09-01,Compound 14-7-14,Euro per Tonne,377.0,2010-09,9,2010
8841,Fertiliser Price,2010-09-01,Compound 18-6-12,Euro per Tonne,365.0,2010-09,9,2010
8842,Fertiliser Price,2010-09-01,Compound 24-2.5-10,Euro per Tonne,360.0,2010-09,9,2010
8843,Fertiliser Price,2010-09-01,Compound 27-2.5-5,Euro per Tonne,352.0,2010-09,9,2010
8844,Fertiliser Price,2010-09-01,Sulphate of Potash (42% K),Euro per Tonne,,2010-09,9,2010
8845,Fertiliser Price,2010-09-01,Compound 8-5-18,Euro per Tonne,,2010-09,9,2010
8846,Fertiliser Price,2010-09-01,Compound 20-4-10,Euro per Tonne,,2010-09,9,2010
8847,Fertiliser Price,2010-09-01,Sulphate of Ammonia (21%),Euro per Tonne,,2010-09,9,2010
8848,Fertiliser Price,2010-09-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2010-09,9,2010
8849,Fertiliser Price,2010-09-01,Compound 10-5-25,Euro per Tonne,,2010-09,9,2010
8850,Fertiliser Price,2010-09-01,Compound 13-6-20,Euro per Tonne,,2010-09,9,2010
8851,Fertiliser Price,2010-09-01,Compound 15-3-20,Euro per Tonne,,2010-09,9,2010
8852,Fertiliser Price,2010-09-01,Compound 24-2.2-10,Euro per Tonne,,2010-09,9,2010
8853,Fertiliser Price,2010-09-01,Compound 24-2.2-4.5,Euro per Tonne,,2010-09,9,2010
8854,Fertiliser Price,2010-09-01,Compound 19-0-15,Euro per Tonne,,2010-09,9,2010
8855,Fertiliser Price,2010-09-01,Compound 25-4-0,Euro per Tonne,,2010-09,9,2010
8856,Fertiliser Price,2010-10-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,267.0,2010-10,10,2010
8857,Fertiliser Price,2010-10-01,Urea (46% N),Euro per Tonne,338.0,2010-10,10,2010
8858,Fertiliser Price,2010-10-01,Granular Superphosphate (16% P),Euro per Tonne,364.0,2010-10,10,2010
8859,Fertiliser Price,2010-10-01,Muriate of Potash (50% K),Euro per Tonne,453.0,2010-10,10,2010
8860,Fertiliser Price,2010-10-01,Compound 0-10-20,Euro per Tonne,366.0,2010-10,10,2010
8861,Fertiliser Price,2010-10-01,Compound 0-7-30,Euro per Tonne,392.0,2010-10,10,2010
8862,Fertiliser Price,2010-10-01,Compound 7-6-17,Euro per Tonne,,2010-10,10,2010
8863,Fertiliser Price,2010-10-01,Compound 10-10-20,Euro per Tonne,417.0,2010-10,10,2010
8864,Fertiliser Price,2010-10-01,Compound 14-7-14,Euro per Tonne,375.0,2010-10,10,2010
8865,Fertiliser Price,2010-10-01,Compound 18-6-12,Euro per Tonne,363.0,2010-10,10,2010
8866,Fertiliser Price,2010-10-01,Compound 24-2.5-10,Euro per Tonne,360.0,2010-10,10,2010
8867,Fertiliser Price,2010-10-01,Compound 27-2.5-5,Euro per Tonne,353.0,2010-10,10,2010
8868,Fertiliser Price,2010-10-01,Sulphate of Potash (42% K),Euro per Tonne,,2010-10,10,2010
8869,Fertiliser Price,2010-10-01,Compound 8-5-18,Euro per Tonne,,2010-10,10,2010
8870,Fertiliser Price,2010-10-01,Compound 20-4-10,Euro per Tonne,,2010-10,10,2010
8871,Fertiliser Price,2010-10-01,Sulphate of Ammonia (21%),Euro per Tonne,,2010-10,10,2010
8872,Fertiliser Price,2010-10-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2010-10,10,2010
8873,Fertiliser Price,2010-10-01,Compound 10-5-25,Euro per Tonne,,2010-10,10,2010
8874,Fertiliser Price,2010-10-01,Compound 13-6-20,Euro per Tonne,,2010-10,10,2010
8875,Fertiliser Price,2010-10-01,Compound 15-3-20,Euro per Tonne,,2010-10,10,2010
8876,Fertiliser Price,2010-10-01,Compound 24-2.2-10,Euro per Tonne,,2010-10,10,2010
8877,Fertiliser Price,2010-10-01,Compound 24-2.2-4.5,Euro per Tonne,,2010-10,10,2010
8878,Fertiliser Price,2010-10-01,Compound 19-0-15,Euro per Tonne,,2010-10,10,2010
8879,Fertiliser Price,2010-10-01,Compound 25-4-0,Euro per Tonne,,2010-10,10,2010
8880,Fertiliser Price,2010-11-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,268.0,2010-11,11,2010
8881,Fertiliser Price,2010-11-01,Urea (46% N),Euro per Tonne,339.0,2010-11,11,2010
8882,Fertiliser Price,2010-11-01,Granular Superphosphate (16% P),Euro per Tonne,364.0,2010-11,11,2010
8883,Fertiliser Price,2010-11-01,Muriate of Potash (50% K),Euro per Tonne,453.0,2010-11,11,2010
8884,Fertiliser Price,2010-11-01,Compound 0-10-20,Euro per Tonne,366.0,2010-11,11,2010
8885,Fertiliser Price,2010-11-01,Compound 0-7-30,Euro per Tonne,392.0,2010-11,11,2010
8886,Fertiliser Price,2010-11-01,Compound 7-6-17,Euro per Tonne,,2010-11,11,2010
8887,Fertiliser Price,2010-11-01,Compound 10-10-20,Euro per Tonne,417.0,2010-11,11,2010
8888,Fertiliser Price,2010-11-01,Compound 14-7-14,Euro per Tonne,375.0,2010-11,11,2010
8889,Fertiliser Price,2010-11-01,Compound 18-6-12,Euro per Tonne,363.0,2010-11,11,2010
8890,Fertiliser Price,2010-11-01,Compound 24-2.5-10,Euro per Tonne,361.0,2010-11,11,2010
8891,Fertiliser Price,2010-11-01,Compound 27-2.5-5,Euro per Tonne,354.0,2010-11,11,2010
8892,Fertiliser Price,2010-11-01,Sulphate of Potash (42% K),Euro per Tonne,,2010-11,11,2010
8893,Fertiliser Price,2010-11-01,Compound 8-5-18,Euro per Tonne,,2010-11,11,2010
8894,Fertiliser Price,2010-11-01,Compound 20-4-10,Euro per Tonne,,2010-11,11,2010
8895,Fertiliser Price,2010-11-01,Sulphate of Ammonia (21%),Euro per Tonne,,2010-11,11,2010
8896,Fertiliser Price,2010-11-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2010-11,11,2010
8897,Fertiliser Price,2010-11-01,Compound 10-5-25,Euro per Tonne,,2010-11,11,2010
8898,Fertiliser Price,2010-11-01,Compound 13-6-20,Euro per Tonne,,2010-11,11,2010
8899,Fertiliser Price,2010-11-01,Compound 15-3-20,Euro per Tonne,,2010-11,11,2010
8900,Fertiliser Price,2010-11-01,Compound 24-2.2-10,Euro per Tonne,,2010-11,11,2010
8901,Fertiliser Price,2010-11-01,Compound 24-2.2-4.5,Euro per Tonne,,2010-11,11,2010
8902,Fertiliser Price,2010-11-01,Compound 19-0-15,Euro per Tonne,,2010-11,11,2010
8903,Fertiliser Price,2010-11-01,Compound 25-4-0,Euro per Tonne,,2010-11,11,2010
8904,Fertiliser Price,2010-12-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,277.0,2010-12,12,2010
8905,Fertiliser Price,2010-12-01,Urea (46% N),Euro per Tonne,351.0,2010-12,12,2010
8906,Fertiliser Price,2010-12-01,Granular Superphosphate (16% P),Euro per Tonne,383.0,2010-12,12,2010
8907,Fertiliser Price,2010-12-01,Muriate of Potash (50% K),Euro per Tonne,453.0,2010-12,12,2010
8908,Fertiliser Price,2010-12-01,Compound 0-10-20,Euro per Tonne,366.0,2010-12,12,2010
8909,Fertiliser Price,2010-12-01,Compound 0-7-30,Euro per Tonne,391.0,2010-12,12,2010
8910,Fertiliser Price,2010-12-01,Compound 7-6-17,Euro per Tonne,,2010-12,12,2010
8911,Fertiliser Price,2010-12-01,Compound 10-10-20,Euro per Tonne,422.0,2010-12,12,2010
8912,Fertiliser Price,2010-12-01,Compound 14-7-14,Euro per Tonne,389.0,2010-12,12,2010
8913,Fertiliser Price,2010-12-01,Compound 18-6-12,Euro per Tonne,369.0,2010-12,12,2010
8914,Fertiliser Price,2010-12-01,Compound 24-2.5-10,Euro per Tonne,371.0,2010-12,12,2010
8915,Fertiliser Price,2010-12-01,Compound 27-2.5-5,Euro per Tonne,361.0,2010-12,12,2010
8916,Fertiliser Price,2010-12-01,Sulphate of Potash (42% K),Euro per Tonne,,2010-12,12,2010
8917,Fertiliser Price,2010-12-01,Compound 8-5-18,Euro per Tonne,,2010-12,12,2010
8918,Fertiliser Price,2010-12-01,Compound 20-4-10,Euro per Tonne,,2010-12,12,2010
8919,Fertiliser Price,2010-12-01,Sulphate of Ammonia (21%),Euro per Tonne,,2010-12,12,2010
8920,Fertiliser Price,2010-12-01,Ammonium Sulphate Nitrate (26%),Euro per Tonne,,2010-12,12,2010
8921,Fertiliser Price,2010-12-01,Compound 10-5-25,Euro per Tonne,,2010-12,12,2010
8922,Fertiliser Price,2010-12-01,Compound 13-6-20,Euro per Tonne,,2010-12,12,2010
8923,Fertiliser Price,2010-12-01,Compound 15-3-20,Euro per Tonne,,2010-12,12,2010
8924,Fertiliser Price,2010-12-01,Compound 24-2.2-10,Euro per Tonne,,2010-12,12,2010
8925,Fertiliser Price,2010-12-01,Compound 24-2.2-4.5,Euro per Tonne,,2010-12,12,2010
8926,Fertiliser Price,2010-12-01,Compound 19-0-15,Euro per Tonne,,2010-12,12,2010
8927,Fertiliser Price,2010-12-01,Compound 25-4-0,Euro per Tonne,,2010-12,12,2010
8928,Fertiliser Price,2011-01-01,Calcium Ammonium Nitrate (27.5% N),Euro per Tonne,310.0,2011-01,1,2011
8929,Fertiliser Price,2011-01-01,Urea (46% N),Euro per Tonne,385.0,2011-01,1,2011
8930,Fertiliser Price,2011-01-01,Granular Superphosphate (16% P),Euro per Tonne,,2011-01,1,2011
8931,Fertiliser Price,2011-01-01,Muriate of Potash (50% K),Euro per Tonne,445.0,2011-01,1,2011
8932,Fertiliser Price,2011-01-01,Compound 0-10-20,Euro per Tonne,391.0,2011-01,1,2011
